Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/numericalintegralservice/0/3.14159,34939,0,1500.0,1867.285539525039,197.4732700000459,14958.47717200013,120.0,194.10825207941772,0.0,1500,1900,2200,2400,3300,4500,5800,6500,12000,12000,15000
,Aggregated,34939,0,1500.0,1867.285539525039,197.4732700000459,14958.47717200013,120.0,194.10825207941772,0.0,1500,1900,2200,2400,3300,4500,5800,6500,12000,12000,15000
