Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,31414,353,4000.0,6600.936238785547,36.23690700078441,148271.1139439998,114.69650474310816,56.94042110802349,0.6398411106873462,4000,4900,5400,6800,11000,20000,36000,75000,131000,131000,148000
,Aggregated,31414,353,4000.0,6600.936238785547,36.23690700078441,148271.1139439998,114.69650474310816,56.94042110802349,0.6398411106873462,4000,4900,5400,6800,11000,20000,36000,75000,131000,131000,148000
