Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1703529833,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529834,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529835,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529836,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529837,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529838,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529839,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529840,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529841,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529842,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529843,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529844,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1703529845,50,,Aggregated,0.000000,0.000000,300,310,320,330,350,370,380,380,380,380,380,108,0,300.0,281.19987662962893,146.76028500002758,382.28685800004314,116.0
1703529846,100,,Aggregated,0.000000,0.000000,330,370,420,450,520,670,690,720,720,720,720,245,0,330.0,365.4250130612202,146.76028500002758,723.678426999868,116.0
1703529847,150,,Aggregated,83.000000,0.000000,460,640,650,660,690,720,760,780,810,810,810,399,0,460.0,482.50082823809,146.76028500002758,807.868869999993,116.0
1703529848,200,,Aggregated,109.500000,0.000000,650,700,860,900,930,950,970,1000,1000,1000,1000,553,0,650.0,602.2485667034315,146.76028500002758,1023.1543779998447,116.0
1703529849,250,,Aggregated,125.666667,0.000000,680,910,930,940,970,1000,1000,1100,2300,2300,2300,706,0,680.0,688.6304015920657,146.76028500002758,2252.6087720000305,116.0
1703529850,300,,Aggregated,132.250000,0.000000,880,930,950,960,990,1000,2000,2200,2500,2500,2500,855,0,880.0,765.9277342210529,146.76028500002758,2520.203304000006,116.0
1703529851,350,,Aggregated,136.800000,0.000000,920,950,970,980,1000,2000,2200,2500,3000,3100,3100,1001,0,920.0,836.7468716333674,146.76028500002758,3108.909204999918,116.0
1703529852,400,,Aggregated,139.166667,0.000000,930,970,990,1000,1100,2000,2400,3100,4600,4600,4600,1145,0,930.0,914.8350995947617,146.76028500002758,4602.150972000118,116.0
1703529853,400,,Aggregated,139.857143,0.000000,940,970,1000,1000,1100,2200,2900,4300,5400,5400,5400,1296,0,940.0,974.3978458966077,146.76028500002758,5400.630966000108,116.0
1703529854,400,,Aggregated,139.875000,0.000000,950,970,1000,1000,2000,2200,3100,4300,5700,5700,5700,1451,0,950.0,1018.7950119359101,146.76028500002758,5692.973338000002,116.0
1703529855,400,,Aggregated,141.222222,0.000000,950,970,1000,1000,2000,2200,3900,4300,5700,5700,5700,1606,0,950.0,1051.3065717534294,146.76028500002758,5692.973338000002,116.0
1703529856,400,,Aggregated,142.600000,0.000000,950,970,1000,1000,2000,2400,4200,4900,7100,7100,7100,1765,0,950.0,1109.7109001835731,146.76028500002758,7129.108355999961,116.0
1703529857,400,,Aggregated,149.900000,0.000000,950,980,1000,1100,2000,2800,4500,5100,8400,8400,8400,1916,0,950.0,1150.5273802364338,146.76028500002758,8376.186710999946,116.0
1703529858,400,,Aggregated,151.600000,0.000000,950,980,1000,1100,2000,3000,4600,5400,9400,9400,9400,2074,0,950.0,1199.6596869122507,146.76028500002758,9415.151659999992,116.0
1703529859,400,,Aggregated,151.300000,0.000000,950,980,1000,1100,2200,4000,5300,8500,9700,9700,9700,2239,15,950.0,1298.2821957838353,146.76028500002758,9670.708071000035,115.2228673514962
1703529860,400,,Aggregated,151.200000,0.000000,950,980,1000,1100,2200,4000,5300,8500,9700,9700,9700,2402,15,950.0,1308.9548969891769,146.76028500002758,9670.708071000035,115.27560366361365
1703529861,400,,Aggregated,151.400000,0.000000,950,980,1000,1900,2200,4000,5300,8400,9700,9700,9700,2555,15,950.0,1317.0971948230936,146.76028500002758,9670.708071000035,115.31898238747554
1703529862,400,,Aggregated,153.700000,1.500000,950,980,1100,1900,2200,4000,5700,9400,14000,14000,14000,2727,27,950.0,1383.8856027935472,146.76028500002758,14491.732871000067,114.85148514851485
1703529863,400,,Aggregated,154.900000,1.500000,950,980,1100,1900,2200,4000,5700,9400,14000,14000,14000,2878,27,950.0,1399.4831641938858,146.76028500002758,14491.732871000067,114.91174426685198
