Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,19501,0,1000.0,1361.2782456188897,110.1300580003226,56122.08735799959,116.0,143.80721660923416,0.0,1000,1000,1100,2000,2100,2300,4100,4400,15000,56000,56000
,Aggregated,19501,0,1000.0,1361.2782456188897,110.1300580003226,56122.08735799959,116.0,143.80721660923416,0.0,1000,1000,1100,2000,2100,2300,4100,4400,15000,56000,56000
