Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/numericalintegralservice/0/3.14159,27875,179,970.0,2309.6624464343827,146.76028500002758,130866.05192000001,115.25510313901346,154.8917154563507,0.9946409710022163,970,1000,2000,2000,4000,4900,10000,18000,130000,131000,131000
,Aggregated,27875,179,970.0,2309.6624464343827,146.76028500002758,130866.05192000001,115.25510313901346,154.8917154563507,0.9946409710022163,970,1000,2000,2000,4000,4900,10000,18000,130000,131000,131000
